19	(854, 428)	Trevor	Unknown	[784 351 140 310]	[784 351 924 661]
19	(979, 366)	Amanda	Unknown	[930 304  98 248]	[ 930  304 1028  552]
20	(358, 355)	Lester	Unknown	[294 296 128 237]	[294 296 422 533]
20	(495, 430)	Michael	Unknown	[425 353 141 310]	[425 353 566 663]
20	(642, 313)	Franklin	Unknown	[592 254 100 236]	[592 254 692 490]
20	(864, 426)	Trevor	Unknown	[787 351 155 302]	[787 351 942 653]
20	(978, 366)	Amanda	Unknown	[929 304  99 248]	[ 929  304 1028  552]
21	(358, 355)	Lester	Unknown	[294 296 129 237]	[294 296 423 533]
21	(495, 430)	Michael	Unknown	[425 353 141 310]	[425 353 566 663]
21	(642, 313)	Franklin	Unknown	[592 254 100 236]	[592 254 692 490]
21	(867, 425)	Trevor	Unknown	[786 352 163 295]	[786 352 949 647]
21	(978, 366)	Amanda	Unknown	[929 304  98 248]	[ 929  304 1027  552]
22	(358, 355)	Lester	Unknown	[294 296 129 237]	[294 296 423 533]
22	(495, 430)	Michael	Unknown	[425 353 141 310]	[425 353 566 663]
22	(642, 313)	Franklin	Unknown	[592 254 101 236]	[592 254 693 490]
22	(871, 426)	Trevor	Unknown	[786 354 171 289]	[786 354 957 643]
22	(980, 366)	Amanda	Unknown	[933 304  94 249]	[ 933  304 1027  553]
23	(359, 355)	Lester	Unknown	[294 296 130 237]	[294 296 424 533]
23	(495, 430)	Michael	Unknown	[425 353 141 310]	[425 353 566 663]
23	(643, 312)	Franklin	Unknown	[593 253 100 237]	[593 253 693 490]
23	(875, 428)	Trevor	Unknown	[787 356 176 288]	[787 356 963 644]
23	(985, 366)	Amanda	Unknown	[943 304  84 249]	[ 943  304 1027  553]
24	(358, 356)	Lester	Unknown	[293 297 131 236]	[293 297 424 533]
24	(495, 430)	Michael	Unknown	[425 353 141 309]	[425 353 566 662]
24	(643, 312)	Franklin	Unknown	[593 253 100 237]	[593 253 693 490]
24	(897, 430)	Trevor	Unknown	[805 358 185 290]	[805 358 990 648]
24	(992, 366)	Amanda	Unknown	[958 304  69 251]	[ 958  304 1027  555]
25	(358, 356)	Lester	Unknown	[292 298 132 235]	[292 298 424 533]
25	(495, 430)	Michael	Unknown	[425 353 141 309]	[425 353 566 662]
25	(642, 312)	Franklin	Unknown	[593 253  99 237]	[593 253 692 490]
25	(919, 432)	Trevor	Unknown	[840 358 158 296]	[840 358 998 654]
25	(995, 366)	Amanda	Unknown	[965 304  61 251]	[ 965  304 1026  555]
26	(358, 357)	Lester	Unknown	[292 299 132 234]	[292 299 424 533]
26	(496, 430)	Michael	Unknown	[425 353 142 309]	[425 353 567 662]
26	(642, 312)	Franklin	Unknown	[593 253  99 237]	[593 253 692 490]
26	(953, 433)	Trevor	Unknown	[884 356 138 309]	[ 884  356 1022  665]
27	(358, 357)	Lester	Unknown	[292 299 132 234]	[292 299 424 533]
27	(496, 430)	Michael	Unknown	[425 353 142 309]	[425 353 567 662]
27	(642, 312)	Franklin	Unknown	[593 253  98 237]	[593 253 691 490]
27	(970, 432)	Trevor	Unknown	[900 353 141 317]	[ 900  353 1041  670]
28	(358, 357)	Lester	Unknown	[292 299 132 234]	[292 299 424 533]
28	(496, 429)	Michael	Unknown	[425 352 142 310]	[425 352 567 662]
28	(642, 312)	Franklin	Unknown	[593 253  98 237]	[593 253 691 490]
28	(975, 363)	Unknown	Unknown	[930 304  90 239]	[ 930  304 1020  543]
28	(979, 435)	Trevor	Unknown	[898 357 162 313]	[ 898  357 1060  670]
29	(358, 357)	Lester	Unknown	[292 299 132 234]	[292 299 424 533]
29	(496, 429)	Michael	Unknown	[425 352 142 310]	[425 352 567 662]
29	(642, 312)	Franklin	Unknown	[593 253  98 237]	[593 253 691 490]
29	(977, 363)	Amanda	Unknown	[930 304  95 237]	[ 930  304 1025  541]
29	(1003, 438)	Trevor	Unknown	[898 365 211 294]	[ 898  365 1109  659]
30	(358, 357)	Lester	Unknown	[292 299 132 233]	[292 299 424 532]
30	(495, 429)	Michael	Unknown	[424 352 142 309]	[424 352 566 661]
30	(642, 312)	Franklin	Unknown	[593 253  98 237]	[593 253 691 490]
30	(978, 363)	Amanda	Unknown	[930 303  96 240]	[ 930  303 1026  543]
30	(1017, 441)	Trevor	Unknown	[903 369 228 290]	[ 903  369 1131  659]
31	(358, 357)	Lester	Unknown	[292 299 132 234]	[292 299 424 533]
31	(494, 428)	Michael	Unknown	[425 351 138 309]	[425 351 563 660]
31	(642, 312)	Franklin	Unknown	[593 253  98 237]	[593 253 691 490]
31	(978, 364)	Amanda	Unknown	[929 304  99 243]	[ 929  304 1028  547]
31	(1025, 441)	Trevor	Unknown	[914 369 223 291]	[ 914  369 1137  660]
32	(358, 357)	Lester	Unknown	[293 299 131 234]	[293 299 424 533]
32	(496, 428)	Michael	Unknown	[429 351 134 310]	[429 351 563 661]
32	(641, 313)	Franklin	Unknown	[593 254  97 236]	[593 254 690 490]
32	(978, 366)	Amanda	Unknown	[931 304  94 250]	[ 931  304 1025  554]
32	(1050, 438)	Trevor	Unknown	[948 364 205 298]	[ 948  364 1153  662]
33	(358, 356)	Lester	Unknown	[294 298 129 235]	[294 298 423 533]
33	(495, 431)	Michael	Unknown	[429 354 133 310]	[429 354 562 664]
33	(641, 313)	Franklin	Unknown	[593 254  97 236]	[593 254 690 490]
33	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
33	(1085, 435)	Trevor	Unknown	[994 359 182 306]	[ 994  359 1176  665]
34	(358, 356)	Lester	Unknown	[294 298 129 235]	[294 298 423 533]
34	(495, 438)	Michael	Unknown	[427 361 137 310]	[427 361 564 671]
34	(641, 313)	Franklin	Unknown	[593 254  97 236]	[593 254 690 490]
34	(978, 365)	Amanda	Unknown	[931 303  95 249]	[ 931  303 1026  552]
34	(1122, 432)	Trevor	Unknown	[1042  355  160  310]	[1042  355 1202  665]
35	(358, 356)	Lester	Unknown	[294 298 128 235]	[294 298 422 533]
35	(489, 447)	Michael	Unknown	[418 367 143 323]	[418 367 561 690]
35	(641, 313)	Franklin	Unknown	[593 255  97 235]	[593 255 690 490]
35	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
35	(1155, 432)	Trevor	Unknown	[1083  354  144  312]	[1083  354 1227  666]
36	(358, 356)	Lester	Unknown	[294 297 128 236]	[294 297 422 533]
36	(483, 457)	Michael	Unknown	[407 374 152 332]	[407 374 559 706]
36	(641, 313)	Franklin	Unknown	[593 255  97 235]	[593 255 690 490]
36	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
36	(1177, 433)	Trevor	Unknown	[1087  356  181  311]	[1087  356 1268  667]
37	(356, 356)	Lester	Unknown	[293 297 127 237]	[293 297 420 534]
37	(473, 468)	Michael	Unknown	[392 385 163 333]	[392 385 555 718]
37	(641, 313)	Franklin	Unknown	[593 255  97 235]	[593 255 690 490]
37	(978, 366)	Amanda	Unknown	[931 304  95 249]	[ 931  304 1026  553]
37	(1184, 437)	Trevor	Unknown	[1089  361  190  306]	[1089  361 1279  667]
38	(356, 356)	Lester	Unknown	[293 297 126 236]	[293 297 419 533]
38	(474, 475)	Michael	Unknown	[395 395 158 321]	[395 395 553 716]
38	(641, 314)	Franklin	Unknown	[593 256  97 234]	[593 256 690 490]
38	(978, 366)	Amanda	Unknown	[931 304  95 249]	[ 931  304 1026  553]
38	(1186, 443)	Trevor	Unknown	[1093  369  187  297]	[1093  369 1280  666]
39	(357, 356)	Lester	Unknown	[294 297 127 237]	[294 297 421 534]
39	(464, 481)	Michael	Unknown	[378 403 172 314]	[378 403 550 717]
39	(641, 314)	Franklin	Unknown	[592 256  98 234]	[592 256 690 490]
39	(978, 366)	Amanda	Unknown	[931 304  95 249]	[ 931  304 1026  553]
39	(1194, 440)	Trevor	Unknown	[1109  365  171  303]	[1109  365 1280  668]
40	(360, 355)	Lester	Unknown	[294 296 132 239]	[294 296 426 535]
40	(450, 484)	Michael	Unknown	[362 407 177 310]	[362 407 539 717]
40	(641, 314)	Franklin	Unknown	[592 256  98 234]	[592 256 690 490]
40	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
40	(1213, 438)	Trevor	Unknown	[1146  364  134  299]	[1146  364 1280  663]
41	(359, 354)	Lester	Unknown	[294 296 130 232]	[294 296 424 528]
41	(427, 489)	Michael	Unknown	[342 413 171 305]	[342 413 513 718]
41	(640, 314)	Franklin	Unknown	[591 256  99 234]	[591 256 690 490]
41	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
41	(1237, 424)	Trevor	Unknown	[1194  344   86  322]	[1194  344 1280  666]
42	(358, 354)	Lester	Unknown	[293 296 130 234]	[293 296 423 530]
42	(405, 492)	Michael	Unknown	[326 417 158 302]	[326 417 484 719]
42	(640, 314)	Franklin	Unknown	[591 256  99 234]	[591 256 690 490]
42	(978, 366)	Amanda	Unknown	[931 304  95 249]	[ 931  304 1026  553]
43	(358, 338)	Lester	Unknown	[294 295 128 174]	[294 295 422 469]
43	(385, 500)	Michael	Unknown	[300 427 171 292]	[300 427 471 719]
43	(640, 314)	Franklin	Unknown	[591 256  99 234]	[591 256 690 490]
43	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
44	(358, 342)	Lester	Unknown	[294 295 129 191]	[294 295 423 486]
44	(363, 508)	Michael	Unknown	[269 438 188 281]	[269 438 457 719]
44	(640, 314)	Franklin	Unknown	[591 256  99 234]	[591 256 690 490]
44	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
45	(345, 526)	Michael	Unknown	[248 463 195 255]	[248 463 443 718]
45	(358, 350)	Lester	Unknown	[294 295 128 223]	[294 295 422 518]
45	(640, 313)	Franklin	Unknown	[591 255  99 235]	[591 255 690 490]
45	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
46	(327, 542)	Michael	Unknown	[226 483 202 236]	[226 483 428 719]
46	(358, 353)	Lester	Unknown	[294 295 128 232]	[294 295 422 527]
46	(640, 313)	Franklin	Unknown	[591 255  99 235]	[591 255 690 490]
46	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
47	(315, 554)	Michael	Unknown	[217 499 196 220]	[217 499 413 719]
47	(358, 353)	Lester	Unknown	[294 293 129 240]	[294 293 423 533]
47	(640, 313)	Franklin	Unknown	[591 255  99 235]	[591 255 690 490]
47	(978, 366)	Amanda	Unknown	[931 304  95 248]	[ 931  304 1026  552]
48	(293, 562)	Michael	Unknown	[202 510 183 208]	[202 510 385 718]
48	(358, 354)	Lester	Unknown	[294 294 129 240]	[294 294 423 534]
48	(640, 313)	Franklin	Unknown	[591 255  99 235]	[591 255 690 490]
48	(979, 366)	Amanda	Unknown	[931 304  96 249]	[ 931  304 1027  553]
49	(261, 566)	Michael	Unknown	[170 516 183 202]	[170 516 353 718]
49	(358, 354)	Lester	Unknown	[294 294 128 240]	[294 294 422 534]
49	(640, 313)	Franklin	Unknown	[591 255  99 235]	[591 255 690 490]
49	(979, 366)	Amanda	Unknown	[931 304  96 248]	[ 931  304 1027  552]
50	(229, 575)	Michael	Unknown	[134 527 191 192]	[134 527 325 719]
50	(358, 354)	Lester	Unknown	[294 295 128 238]	[294 295 422 533]
50	(640, 313)	Franklin	Unknown	[591 255  98 235]	[591 255 689 490]
50	(979, 366)	Amanda	Unknown	[931 304  96 248]	[ 931  304 1027  552]
51	(181, 593)	Michael	Unknown	[ 78 552 207 165]	[ 78 552 285 717]
51	(358, 354)	Lester	Unknown	[294 295 128 238]	[294 295 422 533]
51	(640, 313)	Franklin	Unknown	[591 255  98 235]	[591 255 689 490]
51	(979, 366)	Amanda	Unknown	[932 304  95 249]	[ 932  304 1027  553]
52	(144, 613)	Michael	Unknown	[ 33 578 223 140]	[ 33 578 256 718]
52	(358, 354)	Lester	Unknown	[294 294 128 240]	[294 294 422 534]
52	(639, 313)	Franklin	Unknown	[591 254  97 236]	[591 254 688 490]
52	(979, 366)	Amanda	Unknown	[932 304  95 248]	[ 932  304 1027  552]
53	(105, 631)	Michael	Unknown	[  0 603 211 115]	[  0 603 211 718]
53	(358, 353)	Lester	Unknown	[294 293 128 241]	[294 293 422 534]
53	(640, 312)	Franklin	Unknown	[593 253  94 236]	[593 253 687 489]
53	(979, 365)	Amanda	Unknown	[931 303  97 249]	[ 931  303 1028  552]
54	(77, 651)	Michael	Unknown	[  0 628 155  92]	[  0 628 155 720]
54	(357, 351)	Lester	Unknown	[293 291 128 241]	[293 291 421 532]
54	(639, 311)	Franklin	Unknown	[593 253  93 235]	[593 253 686 488]
54	(978, 363)	Amanda	Unknown	[930 301  97 249]	[ 930  301 1027  550]
55	(356, 349)	Lester	Unknown	[292 289 128 241]	[292 289 420 530]
55	(637, 313)	Franklin	Unknown	[592 255  91 232]	[592 255 683 487]
55	(978, 361)	Amanda	Unknown	[929 299  98 249]	[ 929  299 1027  548]
56	(356, 346)	Lester	Unknown	[291 286 130 243]	[291 286 421 529]
56	(635, 313)	Franklin	Unknown	[589 258  92 222]	[589 258 681 480]
56	(977, 358)	Amanda	Unknown	[929 296  97 249]	[ 929  296 1026  545]
57	(355, 344)	Lester	Unknown	[291 284 128 243]	[291 284 419 527]
57	(635, 315)	Franklin	Unknown	[587 258  96 229]	[587 258 683 487]
57	(977, 355)	Amanda	Unknown	[928 293  98 250]	[ 928  293 1026  543]
58	(355, 342)	Lester	Unknown	[290 282 130 243]	[290 282 420 525]
58	(634, 316)	Franklin	Unknown	[586 256  97 241]	[586 256 683 497]
58	(976, 352)	Amanda	Unknown	[927 290  98 250]	[ 927  290 1025  540]
59	(354, 339)	Lester	Unknown	[289 279 131 243]	[289 279 420 522]
59	(634, 319)	Franklin	Unknown	[586 258  97 244]	[586 258 683 502]
59	(975, 350)	Amanda	Unknown	[926 288  98 249]	[ 926  288 1024  537]
60	(353, 335)	Lester	Unknown	[288 274 131 244]	[288 274 419 518]
60	(635, 325)	Franklin	Unknown	[586 264  98 245]	[586 264 684 509]
60	(974, 344)	Amanda	Unknown	[925 284  98 243]	[ 925  284 1023  527]
61	(352, 330)	Lester	Unknown	[287 270 131 243]	[287 270 418 513]
61	(636, 329)	Franklin	Unknown	[586 268 100 244]	[586 268 686 512]
61	(973, 341)	Amanda	Unknown	[924 280  99 245]	[ 924  280 1023  525]
62	(351, 327)	Lester	Unknown	[286 267 130 242]	[286 267 416 509]
62	(640, 329)	Franklin	Unknown	[589 266 102 255]	[589 266 691 521]
62	(971, 336)	Amanda	Unknown	[922 275  99 245]	[ 922  275 1021  520]
63	(350, 322)	Lester	Unknown	[285 262 130 241]	[285 262 415 503]
63	(644, 325)	Franklin	Unknown	[594 260 101 263]	[594 260 695 523]
63	(970, 331)	Amanda	Unknown	[921 270  98 245]	[ 921  270 1019  515]
64	(348, 318)	Lester	Unknown	[283 258 130 242]	[283 258 413 500]
64	(647, 323)	Franklin	Unknown	[597 256 101 268]	[597 256 698 524]
64	(969, 327)	Amanda	Unknown	[919 266 100 244]	[ 919  266 1019  510]
65	(347, 315)	Lester	Unknown	[283 254 129 244]	[283 254 412 498]
65	(650, 317)	Franklin	Unknown	[599 249 102 274]	[599 249 701 523]
65	(967, 322)	Amanda	Unknown	[917 261 100 245]	[ 917  261 1017  506]
66	(346, 311)	Lester	Unknown	[281 251 131 242]	[281 251 412 493]
66	(650, 314)	Franklin	Unknown	[598 246 105 273]	[598 246 703 519]
66	(966, 318)	Amanda	Unknown	[916 257 101 244]	[ 916  257 1017  501]
67	(345, 308)	Lester	Unknown	[279 248 132 242]	[279 248 411 490]
67	(649, 312)	Franklin	Unknown	[594 244 110 272]	[594 244 704 516]
67	(965, 315)	Amanda	Unknown	[915 254 101 247]	[ 915  254 1016  501]
68	(344, 306)	Lester	Unknown	[277 246 134 240]	[277 246 411 486]
68	(647, 309)	Franklin	Unknown	[591 242 113 269]	[591 242 704 511]
68	(965, 313)	Amanda	Unknown	[915 251 101 248]	[ 915  251 1016  499]
69	(343, 305)	Lester	Unknown	[276 246 134 236]	[276 246 410 482]
69	(645, 308)	Franklin	Unknown	[587 241 116 269]	[587 241 703 510]
69	(965, 309)	Amanda	Unknown	[915 249 100 242]	[ 915  249 1015  491]
70	(342, 304)	Lester	Unknown	[276 245 133 236]	[276 245 409 481]
70	(643, 306)	Franklin	Unknown	[586 239 114 268]	[586 239 700 507]
70	(964, 308)	Amanda	Unknown	[914 248 100 242]	[ 914  248 1014  490]
71	(342, 302)	Lester	Unknown	[276 244 133 234]	[276 244 409 478]
71	(641, 305)	Franklin	Unknown	[587 238 108 269]	[587 238 695 507]
71	(962, 307)	Amanda	Unknown	[913 246  99 244]	[ 913  246 1012  490]
72	(341, 301)	Lester	Unknown	[274 242 135 237]	[274 242 409 479]
72	(640, 305)	Franklin	Unknown	[587 238 107 269]	[587 238 694 507]
72	(962, 306)	Amanda	Unknown	[912 245 100 245]	[ 912  245 1012  490]
73	(341, 300)	Lester	Unknown	[274 241 135 238]	[274 241 409 479]
73	(639, 305)	Franklin	Unknown	[588 238 103 268]	[588 238 691 506]
73	(961, 305)	Amanda	Unknown	[912 244  99 245]	[ 912  244 1011  489]
74	(341, 299)	Lester	Unknown	[274 240 135 237]	[274 240 409 477]
74	(641, 303)	Franklin	Unknown	[590 236 102 268]	[590 236 692 504]
74	(961, 303)	Amanda	Unknown	[912 242  99 246]	[ 912  242 1011  488]
75	(341, 298)	Lester	Unknown	[274 239 134 237]	[274 239 408 476]
75	(641, 304)	Franklin	Unknown	[590 237 103 269]	[590 237 693 506]
75	(962, 303)	Amanda	Unknown	[913 242  98 245]	[ 913  242 1011  487]
76	(341, 298)	Lester	Unknown	[274 239 134 237]	[274 239 408 476]
76	(643, 304)	Franklin	Unknown	[590 237 106 268]	[590 237 696 505]
76	(962, 303)	Amanda	Unknown	[913 242  98 245]	[ 913  242 1011  487]
77	(340, 298)	Lester	Unknown	[276 239 129 238]	[276 239 405 477]
77	(644, 303)	Franklin	Unknown	[591 236 106 269]	[591 236 697 505]
77	(961, 303)	Amanda	Unknown	[912 242  99 246]	[ 912  242 1011  488]
78	(340, 298)	Lester	Unknown	[276 239 128 238]	[276 239 404 477]
78	(644, 303)	Franklin	Unknown	[592 236 105 269]	[592 236 697 505]
78	(962, 303)	Amanda	Unknown	[912 241 100 249]	[ 912  241 1012  490]
79	(340, 297)	Lester	Unknown	[276 238 128 239]	[276 238 404 477]
79	(645, 303)	Franklin	Unknown	[592 236 107 269]	[592 236 699 505]
79	(963, 306)	Amanda	Unknown	[913 245 100 245]	[ 913  245 1013  490]
80	(340, 297)	Lester	Unknown	[276 238 128 239]	[276 238 404 477]
80	(645, 303)	Franklin	Unknown	[592 236 107 270]	[592 236 699 506]
80	(963, 307)	Amanda	Unknown	[912 247 103 243]	[ 912  247 1015  490]
81	(340, 296)	Lester	Unknown	[275 237 130 239]	[275 237 405 476]
81	(646, 303)	Franklin	Unknown	[593 236 106 270]	[593 236 699 506]
81	(962, 309)	Amanda	Unknown	[909 249 106 242]	[ 909  249 1015  491]
82	(340, 296)	Lester	Unknown	[275 237 130 239]	[275 237 405 476]
82	(645, 303)	Franklin	Unknown	[593 236 105 270]	[593 236 698 506]
82	(958, 310)	Amanda	Unknown	[903 250 110 242]	[ 903  250 1013  492]
83	(340, 296)	Lester	Unknown	[275 237 131 239]	[275 237 406 476]
83	(644, 303)	Franklin	Unknown	[593 236 103 270]	[593 236 696 506]
83	(953, 310)	Amanda	Unknown	[895 250 116 243]	[ 895  250 1011  493]
84	(340, 297)	Lester	Unknown	[275 237 131 240]	[275 237 406 477]
84	(644, 303)	Franklin	Unknown	[594 236 101 270]	[594 236 695 506]
84	(943, 311)	Amanda	Unknown	[880 250 126 244]	[ 880  250 1006  494]
85	(340, 296)	Lester	Unknown	[275 236 131 241]	[275 236 406 477]
85	(644, 303)	Franklin	Unknown	[594 236 100 270]	[594 236 694 506]
85	(932, 314)	Amanda	Unknown	[866 254 133 240]	[866 254 999 494]
86	(341, 296)	Lester	Unknown	[277 236 128 241]	[277 236 405 477]
